coo: 42.3598039_-71.1131296;E 00:00:00;A 00:00:00;E 01:00:00;A 01:00:00;E 02:00:00;A 02:00:00;E 03:00:00;A 03:00:00;E 04:00:00;A 04:00:00;E 05:00:00;A 05:00:00;E 06:00:00;A 06:00:00;E 07:00:00;A 07:00:00;E 08:00:00;A 08:00:00;E 09:00:00;A 09:00:00;E 10:00:00;A 10:00:00;E 11:00:00;A 11:00:00;E 12:00:00;A 12:00:00;E 13:00:00;A 13:00:00;E 14:00:00;A 14:00:00;E 15:00:00;A 15:00:00;E 16:00:00;A 16:00:00;E 17:00:00;A 17:00:00;E 18:00:00;A 18:00:00;E 19:00:00;A 19:00:00;E 20:00:00;A 20:00:00;E 21:00:00;A 21:00:00;E 22:00:00;A 22:00:00;E 23:00:00;A 23:00:00;
2020-10-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.92;115.69;16.37;127.03;24.40;140.02;30.35;155.01;33.52;171.79;33.40;189.27;30.02;205.95;23.90;220.80;15.75;233.65;6.22;244.88;--;--;--;--;--;--;--;--;--;--;--;--;
2020-10-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.69;115.92;16.12;127.24;24.12;140.20;30.05;155.15;33.19;171.85;33.07;189.24;29.71;205.84;23.61;220.64;15.48;233.45;5.97;244.66;--;--;--;--;--;--;--;--;--;--;--;--;
2020-10-31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.46;116.15;15.87;127.46;23.84;140.38;29.74;155.28;32.87;171.90;32.75;189.20;29.40;205.73;23.33;220.47;15.22;233.26;5.73;244.45;--;--;--;--;--;--;--;--;--;--;--;--;
2020-11-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.23;116.38;15.62;127.66;23.57;140.56;29.44;155.40;32.56;171.95;32.44;189.16;29.10;205.61;23.05;220.30;14.97;233.06;5.50;244.23;--;--;--;--;--;--;--;--;--;--;--;--;
2020-11-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.01;116.60;15.37;127.86;23.29;140.73;29.15;155.52;32.24;171.99;32.12;189.12;28.80;205.49;22.77;220.14;14.72;232.86;5.27;244.02;--;--;--;--;--;--;--;--;--;--;--;--;
2020-11-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.78;116.81;15.12;128.05;23.02;140.89;28.85;155.63;31.94;172.03;31.82;189.08;28.51;205.38;22.51;219.97;14.48;232.67;5.05;243.80;--;--;--;--;--;--;--;--;--;--;--;--;
2020-11-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.55;117.02;14.87;128.24;22.75;141.05;28.56;155.73;31.63;172.06;31.51;189.03;28.22;205.26;22.24;219.80;14.24;232.47;4.83;243.59;--;--;--;--;--;--;--;--;--;--;--;--;
2020-11-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.33;117.22;14.63;128.43;22.48;141.20;28.27;155.83;31.33;172.09;31.21;188.98;27.94;205.14;21.98;219.64;14.00;232.27;4.61;243.37;--;--;--;--;--;--;--;--;--;--;--;--;
2020-11-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.10;117.42;14.38;128.60;22.22;141.34;27.98;155.93;31.03;172.11;30.92;188.92;27.66;205.02;21.73;219.47;13.77;232.08;4.41;243.16;--;--;--;--;--;--;--;--;--;--;--;--;
2020-11-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.88;117.61;14.14;128.77;21.95;141.48;27.70;156.02;30.74;172.13;30.63;188.86;27.39;204.89;21.48;219.30;13.55;231.88;4.21;242.95;--;--;--;--;--;--;--;--;--;--;--;--;
2020-11-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.65;117.79;13.90;128.94;21.69;141.61;27.42;156.10;30.45;172.15;30.35;188.80;27.12;204.77;21.24;219.13;13.33;231.69;4.01;242.74;--;--;--;--;--;--;--;--;--;--;--;--;
2020-11-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.43;117.97;13.66;129.10;21.43;141.74;27.15;156.18;30.17;172.16;30.07;188.74;26.86;204.64;21.00;218.97;13.12;231.50;3.82;242.53;--;--;--;--;--;--;--;--;--;--;--;--;
2020-11-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.21;118.15;13.42;129.25;21.18;141.86;26.87;156.25;29.89;172.17;29.79;188.68;26.61;204.52;20.77;218.80;12.91;231.30;3.63;242.32;--;--;--;--;--;--;--;--;--;--;--;--;
2020-11-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.99;118.32;13.18;129.40;20.92;141.98;26.60;156.32;29.61;172.17;29.52;188.61;26.36;204.39;20.55;218.63;12.71;231.11;3.45;242.11;--;--;--;--;--;--;--;--;--;--;--;--;
2020-11-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.77;118.48;12.95;129.54;20.67;142.09;26.34;156.38;29.34;172.16;29.26;188.54;26.11;204.26;20.33;218.46;12.52;230.92;3.28;241.90;--;--;--;--;--;--;--;--;--;--;--;--;
2020-11-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.56;118.64;12.72;129.67;20.42;142.19;26.08;156.43;29.07;172.16;29.00;188.46;25.87;204.13;20.11;218.29;12.33;230.73;3.11;241.70;--;--;--;--;--;--;--;--;--;--;--;--;
2020-11-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.34;118.79;12.49;129.80;20.18;142.28;25.82;156.48;28.81;172.15;28.75;188.39;25.64;204.00;19.90;218.13;12.15;230.54;2.95;241.49;--;--;--;--;--;--;--;--;--;--;--;--;
2020-11-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.13;118.93;12.26;129.92;19.93;142.38;25.57;156.53;28.56;172.13;28.51;188.31;25.42;203.87;19.70;217.96;11.97;230.35;2.80;241.29;--;--;--;--;--;--;--;--;--;--;--;--;
2020-11-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.92;119.07;12.04;130.04;19.70;142.46;25.32;156.57;28.31;172.11;28.26;188.23;25.20;203.74;19.51;217.79;11.80;230.16;2.65;241.09;--;--;--;--;--;--;--;--;--;--;--;--;
2020-11-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.71;119.20;11.81;130.15;19.46;142.54;25.07;156.60;28.06;172.09;28.03;188.14;24.98;203.60;19.32;217.63;11.64;229.98;2.51;240.89;--;--;--;--;--;--;--;--;--;--;--;--;
2020-11-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.50;119.32;11.59;130.25;19.23;142.61;24.83;156.63;27.82;172.06;27.80;188.05;24.77;203.47;19.14;217.46;11.48;229.79;2.37;240.69;--;--;--;--;--;--;--;--;--;--;--;--;
2020-11-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.30;119.44;11.38;130.35;19.00;142.68;24.60;156.65;27.59;172.03;27.58;187.97;24.57;203.33;18.96;217.29;11.33;229.61;2.24;240.49;--;--;--;--;--;--;--;--;--;--;--;--;
2020-11-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.09;119.56;11.16;130.44;18.78;142.74;24.37;156.67;27.36;171.99;27.36;187.87;24.38;203.20;18.79;217.13;11.18;229.42;2.12;240.30;--;--;--;--;--;--;--;--;--;--;--;--;
2020-11-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.89;119.66;10.95;130.52;18.55;142.79;24.14;156.68;27.14;171.95;27.15;187.78;24.19;203.06;18.63;216.96;11.04;229.24;2.00;240.11;--;--;--;--;--;--;--;--;--;--;--;--;
2020-11-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.70;119.76;10.74;130.60;18.34;142.84;23.92;156.69;26.92;171.91;26.95;187.69;24.01;202.92;18.47;216.80;10.91;229.06;1.89;239.92;--;--;--;--;--;--;--;--;--;--;--;--;
2020-11-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.50;119.86;10.54;130.68;18.13;142.88;23.70;156.69;26.71;171.86;26.75;187.59;23.83;202.79;18.32;216.64;10.79;228.88;1.78;239.73;--;--;--;--;--;--;--;--;--;--;--;--;
2020-11-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.31;119.94;10.34;130.74;17.92;142.92;23.49;156.69;26.50;171.81;26.56;187.49;23.66;202.65;18.18;216.47;10.67;228.71;1.69;239.54;--;--;--;--;--;--;--;--;--;--;--;--;
2020-11-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.12;120.03;10.14;130.80;17.71;142.95;23.29;156.68;26.30;171.75;26.38;187.39;23.50;202.51;18.04;216.31;10.56;228.53;1.59;239.36;--;--;--;--;--;--;--;--;--;--;--;--;
2020-11-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.93;120.10;9.95;130.85;17.51;142.98;23.08;156.67;26.11;171.69;26.20;187.28;23.35;202.37;17.91;216.15;10.45;228.36;1.51;239.18;--;--;--;--;--;--;--;--;--;--;--;--;
2020-11-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.75;120.17;9.76;130.90;17.32;143.00;22.89;156.65;25.92;171.63;26.03;187.18;23.20;202.23;17.79;215.99;10.35;228.19;1.43;239.00;--;--;--;--;--;--;--;--;--;--;--;--;
2020-11-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.56;120.23;9.57;130.94;17.13;143.01;22.70;156.63;25.74;171.57;25.86;187.07;23.06;202.09;17.68;215.83;10.26;228.02;1.36;238.82;--;--;--;--;--;--;--;--;--;--;--;--;
2020-11-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.39;120.29;9.39;130.98;16.94;143.02;22.52;156.60;25.56;171.50;25.70;186.96;22.92;201.95;17.57;215.68;10.18;227.85;1.30;238.65;--;--;--;--;--;--;--;--;--;--;--;--;
2020-11-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.21;120.33;9.21;131.01;16.76;143.02;22.34;156.57;25.39;171.42;25.55;186.85;22.80;201.81;17.47;215.52;10.10;227.69;1.24;238.48;--;--;--;--;--;--;--;--;--;--;--;--;
2020-12-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.04;120.38;9.03;131.03;16.58;143.02;22.16;156.53;25.23;171.35;25.41;186.74;22.68;201.68;17.37;215.36;10.03;227.53;1.19;238.31;--;--;--;--;--;--;--;--;--;--;--;--;
2020-12-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.13;120.41;8.86;131.05;16.41;143.01;22.00;156.49;25.08;171.27;25.27;186.62;22.57;201.54;17.29;215.21;9.97;227.37;1.14;238.15;--;--;--;--;--;--;--;--;--;--;--;--;
2020-12-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.29;120.44;8.69;131.06;16.25;142.99;21.84;156.44;24.93;171.19;25.15;186.51;22.46;201.40;17.21;215.06;9.91;227.21;1.10;237.99;--;--;--;--;--;--;--;--;--;--;--;--;
2020-12-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.45;120.47;8.53;131.06;16.09;142.97;21.68;156.39;24.79;171.10;25.02;186.39;22.36;201.26;17.13;214.91;9.86;227.05;1.07;237.83;--;--;--;--;--;--;--;--;--;--;--;--;
2020-12-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.61;120.48;8.37;131.06;15.93;142.95;21.53;156.34;24.65;171.02;24.91;186.28;22.27;201.12;17.07;214.76;9.81;226.90;1.05;237.68;--;--;--;--;--;--;--;--;--;--;--;--;
2020-12-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.76;120.49;8.22;131.06;15.78;142.92;21.39;156.28;24.52;170.92;24.80;186.16;22.19;200.98;17.01;214.61;9.78;226.75;1.03;237.53;--;--;--;--;--;--;--;--;--;--;--;--;
2020-12-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.07;131.04;15.64;142.88;21.26;156.21;24.40;170.83;24.70;186.04;22.11;200.85;16.96;214.47;9.75;226.60;1.02;237.38;--;--;--;--;--;--;--;--;--;--;--;--;
2020-12-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.93;131.02;15.50;142.84;21.13;156.14;24.29;170.73;24.61;185.92;22.05;200.71;16.91;214.33;9.73;226.46;1.01;237.24;--;--;--;--;--;--;--;--;--;--;--;--;
2020-12-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.79;131.00;15.36;142.80;21.00;156.07;24.18;170.64;24.52;185.79;21.98;200.57;16.88;214.19;9.71;226.32;1.01;237.10;--;--;--;--;--;--;--;--;--;--;--;--;
2020-12-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.66;130.97;15.24;142.75;20.89;156.00;24.08;170.53;24.44;185.67;21.93;200.44;16.85;214.05;9.70;226.18;1.02;236.96;--;--;--;--;--;--;--;--;--;--;--;--;
2020-12-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.53;130.93;15.11;142.69;20.78;155.92;23.99;170.43;24.37;185.55;21.89;200.31;16.83;213.91;9.70;226.05;1.03;236.83;--;--;--;--;--;--;--;--;--;--;--;--;
2020-12-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.41;130.89;15.00;142.63;20.67;155.84;23.90;170.32;24.31;185.42;21.85;200.17;16.81;213.78;9.70;225.92;1.05;236.71;--;--;--;--;--;--;--;--;--;--;--;--;
2020-12-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.29;130.84;14.89;142.56;20.58;155.75;23.82;170.22;24.25;185.30;21.82;200.04;16.80;213.65;9.71;225.79;1.08;236.58;--;--;--;--;--;--;--;--;--;--;--;--;
2020-12-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.18;130.79;14.79;142.49;20.49;155.66;23.75;170.11;24.21;185.18;21.79;199.91;16.80;213.52;9.73;225.67;1.11;236.46;--;--;--;--;--;--;--;--;--;--;--;--;
2020-12-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.07;130.73;14.69;142.42;20.40;155.56;23.69;169.99;24.17;185.05;21.78;199.78;16.81;213.39;9.76;225.55;1.15;236.35;--;--;--;--;--;--;--;--;--;--;--;--;
2020-12-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.97;130.67;14.60;142.34;20.33;155.47;23.63;169.88;24.13;184.93;21.77;199.65;16.82;213.27;9.79;225.43;1.20;236.24;--;--;--;--;--;--;--;--;--;--;--;--;
2020-12-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.87;130.60;14.51;142.26;20.26;155.37;23.58;169.76;24.11;184.80;21.77;199.53;16.84;213.15;9.83;225.32;1.25;236.14;--;--;--;--;--;--;--;--;--;--;--;--;
2020-12-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.78;130.53;14.43;142.17;20.19;155.26;23.54;169.65;24.09;184.68;21.77;199.40;16.87;213.03;9.87;225.21;1.31;236.04;--;--;--;--;--;--;--;--;--;--;--;--;
2020-12-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.70;130.45;14.36;142.08;20.14;155.15;23.51;169.53;24.08;184.55;21.79;199.28;16.90;212.92;9.92;225.11;1.37;235.94;--;--;--;--;--;--;--;--;--;--;--;--;
2020-12-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.62;130.37;14.30;141.98;20.09;155.04;23.48;169.40;24.08;184.42;21.81;199.16;16.95;212.81;9.98;225.01;1.44;235.85;--;--;--;--;--;--;--;--;--;--;--;--;
2020-12-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.55;130.28;14.24;141.88;20.05;154.93;23.46;169.28;24.08;184.30;21.84;199.04;17.00;212.70;10.05;224.91;1.52;235.77;--;--;--;--;--;--;--;--;--;--;--;--;
2020-12-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.48;130.18;14.19;141.77;20.02;154.81;23.45;169.16;24.10;184.18;21.87;198.93;17.05;212.59;10.12;224.82;1.60;235.68;--;--;--;--;--;--;--;--;--;--;--;--;
2020-12-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.42;130.09;14.14;141.66;19.99;154.70;23.45;169.03;24.12;184.05;21.92;198.81;17.11;212.49;10.19;224.73;1.69;235.61;--;--;--;--;--;--;--;--;--;--;--;--;
2020-12-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.37;129.98;14.10;141.55;19.97;154.57;23.45;168.91;24.15;183.93;21.97;198.70;17.18;212.40;10.28;224.65;1.78;235.54;--;--;--;--;--;--;--;--;--;--;--;--;
2020-12-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.32;129.87;14.07;141.44;19.96;154.45;23.46;168.78;24.18;183.81;22.03;198.59;17.26;212.30;10.37;224.58;1.88;235.48;--;--;--;--;--;--;--;--;--;--;--;--;
2020-12-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.28;129.76;14.04;141.32;19.95;154.32;23.48;168.65;24.23;183.68;22.09;198.48;17.34;212.21;10.46;224.50;1.98;235.42;--;--;--;--;--;--;--;--;--;--;--;--;
2020-12-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.24;129.65;14.03;141.19;19.96;154.19;23.51;168.52;24.28;183.56;22.17;198.38;17.43;212.13;10.56;224.43;2.09;235.36;--;--;--;--;--;--;--;--;--;--;--;--;
2020-12-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.22;129.52;14.01;141.07;19.97;154.06;23.54;168.39;24.34;183.44;22.25;198.27;17.53;212.04;10.67;224.37;2.21;235.32;--;--;--;--;--;--;--;--;--;--;--;--;
2020-12-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.19;129.40;14.01;140.94;19.98;153.93;23.58;168.26;24.40;183.32;22.33;198.17;17.63;211.97;10.79;224.31;2.33;235.27;--;--;--;--;--;--;--;--;--;--;--;--;
2020-12-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.18;129.27;14.01;140.80;20.01;153.79;23.63;168.13;24.48;183.21;22.43;198.08;17.74;211.89;10.91;224.26;2.45;235.24;--;--;--;--;--;--;--;--;--;--;--;--;
2020-12-31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.17;129.14;14.02;140.66;20.04;153.66;23.69;168.00;24.56;183.09;22.53;197.98;17.86;211.82;11.03;224.21;2.58;235.21;--;--;--;--;--;--;--;--;--;--;--;--;
